image/badWeather/skating/in000001.jpg,245,131,355,523,person
image/badWeather/skating/in000001.jpg,426,253,530,462,person
image/badWeather/skating/in000002.jpg,430,255,528,469,person
image/badWeather/skating/in000002.jpg,238,138,360,530,person
image/badWeather/skating/in000003.jpg,245,130,358,538,person
image/badWeather/skating/in000003.jpg,435,249,535,516,person
image/badWeather/skating/in000004.jpg,452,263,535,489,person
image/badWeather/skating/in000004.jpg,262,135,352,526,person
image/badWeather/skating/in000005.jpg,257,135,360,520,person
image/badWeather/skating/in000005.jpg,457,263,538,466,person
image/badWeather/skating/in000006.jpg,262,136,356,511,person
image/badWeather/skating/in000006.jpg,461,260,538,477,person
image/badWeather/skating/in000007.jpg,468,273,541,483,person
image/badWeather/skating/in000007.jpg,271,141,359,508,person
image/badWeather/skating/in000008.jpg,266,128,360,520,person
image/badWeather/skating/in000008.jpg,463,261,541,469,person
image/badWeather/skating/in000009.jpg,462,258,543,472,person
image/badWeather/skating/in000009.jpg,266,126,361,515,person
image/badWeather/skating/in000010.jpg,468,253,544,472,person
image/badWeather/skating/in000010.jpg,264,138,363,516,person
image/badWeather/skating/in000011.jpg,475,248,557,479,person
image/badWeather/skating/in000011.jpg,274,140,363,526,person
image/badWeather/skating/in000012.jpg,276,155,359,515,person
image/badWeather/skating/in000012.jpg,472,253,553,464,person
image/badWeather/skating/in000013.jpg,480,258,558,466,person
image/badWeather/skating/in000013.jpg,276,158,371,516,person
image/badWeather/skating/in000014.jpg,287,155,397,513,person
image/badWeather/skating/in000014.jpg,484,260,576,479,person
image/badWeather/skating/in000015.jpg,485,261,587,474,person
image/badWeather/skating/in000015.jpg,297,152,403,525,person
image/badWeather/skating/in000016.jpg,492,260,594,484,person
image/badWeather/skating/in000016.jpg,291,152,405,513,person
image/badWeather/skating/in000017.jpg,302,133,413,515,person
image/badWeather/skating/in000017.jpg,484,256,600,476,person
image/badWeather/skating/in000018.jpg,477,246,603,462,person
image/badWeather/skating/in000018.jpg,304,138,412,508,person
image/badWeather/skating/in000019.jpg,306,130,414,499,person
image/badWeather/skating/in000019.jpg,470,243,602,476,person
image/badWeather/skating/in000020.jpg,474,266,591,471,person
image/badWeather/skating/in000020.jpg,300,133,432,506,person
image/badWeather/skating/in000021.jpg,305,130,428,510,person
